"https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link","Tipo","Provincia","Localidad","Barrio","Domicilio","Cód. Postal","Cuit","Telefono","Ap.Vacuna","Ap.Vacuna Menor"
"Frenkiel","Farmacia","Buenos Aires","Chivilcoy","","Av. EcheverríA 199, Chivilcoy, Provincia De Buenos Aires","6620","20-22355499-8","","No","No"
"Litterio","Farmacia","Buenos Aires","Chivilcoy","","Av. Sarmiento 241","6620","20-11139035-6","","No","No"
"Lucini","Farmacia","Buenos Aires","Chivilcoy","","Avenida Ceballos Y Avenida 3 De Febrero","6620","30-71703670-7","","Si","No"
"Mecca","Farmacia","Buenos Aires","Chivilcoy","","MIGUEL CALDERON 146","6620","20-29038305-7","","Si","Si"
"Miranda","Farmacia","Buenos Aires","Chivilcoy","","Av. B. De Irigoyen 321","6620","30-70892302-4","","No","No"
"Mitre","Farmacia","Buenos Aires","Chivilcoy","","Av. Sarmiento 50,","6620","23-33926388-4","","No","No"
"Moderna","Farmacia","Buenos Aires","Chivilcoy","","Carlos Pellegrini 249, Chivilcoy, Provincia De Buenos Aires, Argentina","6620","33-71247434-9","","Si","No"
"Mutual Augusto Vandor","Farmacia","Buenos Aires","Chivilcoy","","Carlos Pellegrini 44","6620","30-70910596-1","","Si","Si"
"Pereyra","Farmacia","Buenos Aires","Chivilcoy","","Av Mitre 222","6620","20-33108372-1","","No","No"
"Rolando","Farmacia","Buenos Aires","Chivilcoy","","COLON 199","6620","27-33097672-7","","Si","No"
"Rossi","Farmacia","Buenos Aires","Chivilcoy","","Av. Soarez 294","6620","27-16807095-6","","No","No"
"Sivori","Farmacia","Buenos Aires","Chivilcoy","","PASO DE LA PATRIA 194","6620","27-23747284-0","","No","No"
"Suipacha","Farmacia","Buenos Aires","Chivilcoy","","Suipacha 80","6620","33-71163159-9","","No","No"
"Traverso","Farmacia","Buenos Aires","Chivilcoy","","Colon 50","6620","23-32686085-9","","No","No"
"Villarino","Farmacia","Buenos Aires","Chivilcoy","","Av. Villarino 399","1120","20-17427400-3","","No","No"
"Agostini","Farmacia","Buenos Aires","City Bell","","Camino centenario y diagonal 92","1896","27-02040757-9","","No","No"
"Altos Del Bell","Farmacia","Buenos Aires","City Bell","","Calle 28 N 6","1896","30-71711765-0","","No","No"
"Altos Del Golf","Farmacia","Buenos Aires","City Bell","","CALLE 467 N 4027(ESQ 135)","1896","37-71580636-9","","No","No"
"Arakaki","Farmacia","Buenos Aires","City Bell","","Calle 467 Nº 1294","1896","27-25006590-1","","Si","Si"
"Farmacia De Pueblo De City Bell Scs","Farmacia","Buenos Aires","City Bell","","C. 462 781 801","1896","30-71143344-5","","Si","Si"
"Farmacia La Cañada","Farmacia","Buenos Aires","City Bell","","467, Entre 160 Y 178","1896","30-71841372-5","","Si","Si"
"Garay","Farmacia","Buenos Aires","City Bell","","Calle 450 Sta Teresita 1691","1896","20-32530384-1","","Si","Si"
"Meyer","Farmacia","Buenos Aires","City Bell","","CAMINO BELGRANO 635","1894","33-71455992-9","","Si","Si"
"Urbiztondo","Farmacia","Buenos Aires","City Bell","","473 BIS Y CNO BELGRANO (DISCO)","1896","27-13423910-2","","No","No"
"Cano","Farmacia","Buenos Aires","Ciudad Evita","","Bevilacqua 1953","7118","20-12690796-7","","No","No"
"Rodriguez","Farmacia","Buenos Aires","Ciudad Evita","","Av. Martin miguel de guemes 4089","1778","20-29730556-6","","Si","Si"
"San Josè De Ciudadela","Farmacia","Buenos Aires","Ciudadela","","San Martín 145","1702","20-14837548-9","","Si","Si"
"Pasteur","Farmacia","Buenos Aires","Coronel Dorrego","","Yrigoyen 665 entre calles san martin y santagada","8150","30-71606176-7","","No","No"
"A.M.M.B.A. Union Pringles","Farmacia","Buenos Aires","Coronel Pringles","","San Martín 259, Coronel Pringles, Provincia de Buenos Aires, Argentina","7530","30-63497331-8","","No","No"
"Pasteur","Farmacia","Buenos Aires","Coronel Suarez","","Manuel Belgrano 805","7540","27-27106159-0","","Si","Si"
"Coronel Suarez","Farmacia","Buenos Aires","Coronel Suarez","","Lavalle 497","7540","20-29792623-4","","Si","Si"
"Farmacia Fonzo","Farmacia","Buenos Aires","Coronel Suarez","","Manuel Belgrano 1269, B7540bfz Coronel Suarez, Provincia De Buenos Aires, Argentina","7540","27-38549355-5","","Si","Si"
"Farmacia San Isidro","Farmacia","Buenos Aires","Coronel Suarez","","Av. 11 De Mayo 1155, B7541 Santa María, Provincia De Buenos Aires, Argentina","7541","27-21823420-3","","Si","Si"
"Fetter","Farmacia","Buenos Aires","Coronel Suarez","","Mitre 621","7540","27-32693851-9","","Si","No"
"Del Pueblo De Arbolito","Farmacia","Buenos Aires","Coronel Vidal","","Gral. Paz 322","7174","30-70830332-8","","No","No"
"Landi ","Farmacia","Buenos Aires","Coronel Vidal","","General Paz 201, Coronel Vidal, Provincia de Buenos Aires, Argentina","7174","27-31487085-4","","No","No"
"Acceso Norte","Farmacia","Buenos Aires","Del Viso","","Ruta 26 Y Pacheco","1669","20-22501431-1","","Si","Si"
"Del Paseo","Farmacia","Buenos Aires","Del Viso","","Ruta Panamericana Ramal Pilar Km.44, Shopping Paseo Pilar L1 Bis","1669","33-71861318-9","","No","No"
"Gutkind","Farmacia","Buenos Aires","Del Viso","","Independencia 7032","1669","20-17320362-5","","Si","Si"
"Oroño","Farmacia","Buenos Aires","Del Viso","","Antonio Beruti 1305","1669","23-22501432-9","","Si","Si"
"Villanueva","Farmacia","Buenos Aires","Dique Lujan","","Boulevard De Todos Los Santos 100","1623","33-71560838-9","","No","No"
"Bellati","Farmacia","Buenos Aires","Dolores","","San Martín 190, Dolores, Provincia de Buenos Aires, Argentina","7100","33-52576461-9","","Si","Si"
"Pantaleon","Farmacia","Buenos Aires","Dolores","","QUADRI 99","7100","30-58552645-9","","Si","No"
"Castelli","Farmacia","Buenos Aires","Don Torcuato","","M.T. de Alvear 2767","1611","30-71587713-5","","No","No"
"Del Aguila Don Torcuato","Farmacia","Buenos Aires","Don Torcuato","","Fray Justo Sta. Maria de Oro 1455","1611","30-71547594-0","","No","No"
"Jks Scs","Farmacia","Buenos Aires","Don Torcuato","","ALVEAR AVDA. 602","1617","30-70966256-9","","No","No"
"La Farma Don Torcuato","Farmacia","Buenos Aires","Don Torcuato","","AV. ANGEL TORCUATO DE ALVEAR 1472","1611","30-71621270-0","","Si","No"
"Openfarma Sucursal Torcuato","Farmacia","Buenos Aires","Don Torcuato","","M.T. de Alvear 1999, Don Torcuato, Provincia de Buenos Aires, Argentina","1617","30-68860484-9","","Si","No"
"Farmacia Dordal","Farmacia","Buenos Aires","El Palomar","","Bv San Martin 3068 entre los aromos y de los ceibos","1684","30-71494485-8","","No","No"
"Glaser De La Estacion","Farmacia","Buenos Aires","El Palomar","","Misiones 6578","1684","30-58748240-8","","No","No"
"Tinto","Farmacia","Buenos Aires","El Palomar","","Ing. Guillermo Marconi 401","1685","27-38536234-5","","Si","No"
"Farmanobel El Pato","Farmacia","Buenos Aires","El Pato","","C. 514 1344","1893","30-71502511-2","","Si","Si"
"Farmanobel Rural Plastino","Farmacia","Buenos Aires","El Pato","","Colectora Autovía 2 519-520, El Pato, Provincia De Buenos Aires","1893","30-68488055-8","","Si","Si"
"Bernachea","Farmacia","Buenos Aires","El Talar","","Av. Hipólito Yrigoyen 2222","1618","20-17566907-9","","Si","Si"
"Parati - Talar","Farmacia","Buenos Aires","El Talar De Pacheco","","Colombia 1152","1617","30-71575007-0","","Si","Si"
"Farmacia Roux","Farmacia","Buenos Aires","Ensenada","","La Merced 121","1925","30-71764942-3","","Si","No"
"El Cazador","Farmacia","Buenos Aires","Escobar","","Av. San Martín 3069","1625","30-68674391-4","","No","No"
"Mb Scs (Mutual De Bomberos)","Farmacia","Buenos Aires","Escobar","","Juan P. Asborno 498, Belén de Escobar, Provincia de Buenos Aires, Argentina","B1625FZL","30-70933158-9","","No","No"
"Zanotepa","Farmacia","Buenos Aires","Escobar","","Ruta 25 S/n Esquina Lucio Mansilla 0","1625","30-71862755-5","","Si","No"
"Verde Canning","Farmacia","Buenos Aires","Esteban Echeverria","","Sgto. Cabral 3430","1807","30-71765569-5","","Si","Si"
"Farmacity 16-Ezeiza","Farmacia","Buenos Aires","Ezeiza","","AEROPUERTO INTERNACIONAL EZEIZA","1804","30-69213874-7","","No","No"
"M.G. Farmaceutica S.C.S.","Farmacia","Buenos Aires","Ezeiza","","Nicolás Avellaneda 74, Ezeiza, Provincia de Buenos Aires, Argentina","1804","30-69306602-2","","Si","Si"
"Gil","Farmacia","Buenos Aires","Ezpeleta","","Chile 428, ESQ asuncion","1882","27-04281185-3","","No","No"
"Precision","Farmacia","Buenos Aires","Ezpeleta","","Av. Centenario 4359","1882","27-27146421-0","","No","No"
"Soy Luna","Farmacia","Buenos Aires","Ezpeleta","","Avenida Mitre 4324, Ezpeleta, Provincia de Buenos Aires, Argentina","1882","30-71421170-2","","No","No"
"Soy Tofanelli Nuevafar","Farmacia","Buenos Aires","Ezpeleta","","Avenida Hipolito Yrigoyen 5270, Ezpeleta, Provincia de Buenos Aires, Argentina","1882","30-71434425-7","","Si","No"
"Carceller","Farmacia","Buenos Aires","Florencio Varela","","Cnel. Pringles 3372","1888","27-13117513-8","","Si","Si"
"Farmacia Waeyenbergh","Farmacia","Buenos Aires","Florencio Varela","","Av. Pte Perón 1614","1888","20-16264161-2","","No","No"
"Lujan 1210","Farmacia","Buenos Aires","Florencio Varela","","Av. Luján 1210","1888","30-70284098-4","","No","No"
"Maga Shop Varela","Farmacia","Buenos Aires","Florencio Varela","","Monteagudo 3101","1888","30-71187887-0","","No","No"
"Manuela Amarelle Scs","Farmacia","Buenos Aires","Florencio Varela","","Av. Gral. José De San Martín 2944","","33-70889864-9","","Si","Si"
"Nueva Cinco Esquinas","Farmacia","Buenos Aires","Florencio Varela","","Diag. Los Guaranies 2507, Ingeniero J. Allan, Provincia De Buenos Aires","1891","30-71195000-8","","Si","No"
"Tokumoto","Farmacia","Buenos Aires","Florencio Varela","","Av Eva Peron 6556","1888","23-14482559-4","","No","No"
"Dalisa","Farmacia","Buenos Aires","Florida","","Av. Bartolomé Mitre 1975,","1604","30-71858325-6","","Si","Si"
"Dekari","Farmacia","Buenos Aires","Florida","","ALSINA 1799","1602","27-21714839-7","","Si","No"
"Farma 365 - Laprida","Farmacia","Buenos Aires","Florida","","Bbc, España 295, B1602 Florida, Provincia De Buenos Aires, Argentina","1602","30-71401842-2","","Si","Si"
"Forlani","Farmacia","Buenos Aires","Florida","","Av. San Martin 2523","1602","33-71704680-9","","No","No"
"Nueva Chenu","Farmacia","Buenos Aires","Florida","","Avenida San Martín 2202, Buenos Aires, Argentina","1602","30-71454970-3","","Si","Si"
"Santa Ana - Anedmapa","Farmacia","Buenos Aires","Florida","","C. Francisco Melo 2801","1602","30-71568151-6","","Si","Si"
"Santa Ana - Cetrangolo","Farmacia","Buenos Aires","Florida","","H Yrigoyen 2153","1602","30-71578664-4","","Si","Si"
"Vacunatorio Vacunar Sede Florida","Vacunatorio","Buenos Aires","Florida","","HILARION DE LA QUINTANA 782","1602","30-70730135-6","","Si","No"
"Del Provincia Scs","Farmacia","Buenos Aires","Francisco Alvarez","","José Ignacio Gorriti 1232","1746","30-71518287-0","","No","No"
"De Gorriti","Farmacia","Buenos Aires","Francisco Alvarez","","José Ignacio Gorriti 1093 Local 04","1746","30-71665739-2","","Si","Si"
"Riveros De Campos De Alvarez","Farmacia","Buenos Aires","Francisco Alvarez","","Almafuerte 1351, B1746 Francisco Alvarez, Provincia De Buenos Aires","1746","30-71736892-0","","No","No"
"Ciarliero","Farmacia","Buenos Aires","Garin","","Belgrano 868 Entre jose hernandez y Eva Peron","1619","27-14079059-7","","Si","Si"
"Farmacia Del Aguila Garin","Farmacia","Buenos Aires","Garin","","Padre Perna 960","1619","33-71654721-9","","No","No"
"Farmacia Kraus","Farmacia","Buenos Aires","Garin","","Belgrano 380 entre Lamberti i Sullings","1619","20-23560139-8","","Si","Si"
"Farmacia Lopez","Farmacia","Buenos Aires","Garin","","Presidente Perón 905","1619","30-70937857-7","","Si","No"
"Nueva Tudino","Farmacia","Buenos Aires","Garin","","Mateo Churich 237, B1619jga Garin, Provincia De Buenos Aires","1619","30-71825926-2","","Si","No"
"Farmacia A.M.M.B.A. Lamadrid","Farmacia","Buenos Aires","General Lamadrid","","Azcuenaga 611","7406","30-63497331-8","","No","No"
"Farmacia Gasparin","Farmacia","Buenos Aires","General Pacheco","","Hipolito Yrigoyen 786","1617","20-22406171-5","","No","No"
"Farmacia Lauria (Farma Np)","Farmacia","Buenos Aires","General Pacheco","","BOULOGNE SUR MER AVDA. 1249","1617","20-17035781-8","","Si","Si"
"Farmacia Pacheco","Farmacia","Buenos Aires","General Pacheco","","Santiago del Estero 22","1617","30-68854676-8","","Si","No"
"Rp Los Lirios","Farmacia","Buenos Aires","General Pacheco","","RUTA V 50-3- CENTRO COMERCIAL LIRIOS DEL TALAR","1617","30-71507495-4","","Si","Si"
"Donatelli","Farmacia","Buenos Aires","General Rodriguez","","Belgrano 1096","1748","27-24405567-8","","Si","Si"
"Farmacia Banez","Farmacia","Buenos Aires","General Rodriguez","","Av. Pte Peron 246","1748","24-10422066-1","","Si","Si"
"Farmacia De Priego","Farmacia","Buenos Aires","General Rodriguez","","Di Marco 1615","","30-71611008-3","","Si","Si"
"Farmacia Del Boulevard","Farmacia","Buenos Aires","General Rodriguez","","Sarmiento 695","1748","30-71485552-9","","Si","Si"
"Farmacia Ferrero","Farmacia","Buenos Aires","General Rodriguez","","DEMAESTRI 1537","1748","27-25778242-0","","Si","Si"
"Farmacia Fradusco","Farmacia","Buenos Aires","General Rodriguez","","Av. San martin 598","1748","30-71449327-9","","Si","No"
"Farmacia Gerardi","Farmacia","Buenos Aires","General Rodriguez","","Avenida España 116","1748","27-17882733-8","","Si","Si"
"Farmacia Martinez Vieyra","Farmacia","Buenos Aires","General Rodriguez","","SARMIENTO 921","1748","20-21358105-9","","No","No"
"Farmacia Uno","Farmacia","Buenos Aires","General Rodriguez","","Int. Pedro Whelan, B1748 Gral. Rodríguez, Provincia De Buenos Aires, Argentina","1748","27-23768742-1","","Si","No"
"Farmacia Urtuvey","Farmacia","Buenos Aires","General Rodriguez","","Daniel Musso 165","1748","30-71449762-2","","No","No"
"Mitre Rm 110","Farmacia","Buenos Aires","General Rodriguez","","Mitre 110","1748","30-71727566-3","","No","No"
"Farmacia Lacarra S.C.S.","Farmacia","Buenos Aires","Gerli","","LACARRA 1702","1870","30-57863986-8","","Si","Si"
"Nueva Bustamante Scs","Farmacia","Buenos Aires","Gerli","","Sánchez de Bustamante 821","1824","30-69419425-3","","No","No"
"Uom Bustamante Scs","Farmacia","Buenos Aires","Gerli","","Avenida Hipolito Yrigoyen 2331, Gerli, Provincia de Buenos Aires, Argentina","1823","30-71440186-2","","No","No"
"Uom (Lanus Gerli Scs)","Farmacia","Buenos Aires","Gerli","","Coronel Lacarra 1556, Gerli, Provincia de Buenos Aires, Argentina","1824","30-71126493-7","","No","No"
"Nv Korn","Farmacia","Buenos Aires","Glew","","Av. Hipólito Yrigoyen 29701","1856","30-71823041-8","","Si","Si"
"Farmacia Ceballos ","Farmacia","Buenos Aires","Glew","","SARMIENTO Y RUTA 210","1856","30-68512424-3","","No","No"
"Farmacia Kellertas","Farmacia","Buenos Aires","Glew","","Sarmiento 74","1856","30-70896637-8","","No","No"
"Fullfarma Glew","Farmacia","Buenos Aires","Glew","","Av. Hipólito Yrigoyen 20906","1856","30-71786993-8","","Si","No"
"Farmacia Gonnet","Farmacia","Buenos Aires","Gonet","","Cno. Gral. Belgrano 4030","1897","30-70877485-1","","Si","No"
"Blanco","Farmacia","Buenos Aires","Gonnet","","C. 489 2069","1897","23-23618216-9","","Si","Si"
"Farmacia Gangoni","Farmacia","Buenos Aires","Gonnet","","Boulevard 502 #1498 esquina 10","1897","27-05787177-1","","No","No"
"Farmacia Melgar","Farmacia","Buenos Aires","Gonnet","","AVENIDA 25 Nº 2863 ENTRE 503 Y 504","1900","27-17067008-1","","No","No"
"Farmakon Gonnet","Farmacia","Buenos Aires","Gonnet","","C. 504 2599 2629","1897","30-71616630-5","","Si","Si"
"Grupo Blanco","Farmacia","Buenos Aires","Gonnet","","Cno. Gral. Manuel Belgrano 4746","1897","30-71323712-1","","No","No"
"Farmacia Sunchales ","Farmacia","Buenos Aires","Gonzalez Catan","","SUNCHALES 6307","1758","30-71499253-4","","No","No"
"Vilela Shopping Catan","Farmacia","Buenos Aires","Gonzalez Catan","","Avenida J M de Rosas 14446, González Catán, Provincia de Buenos Aires, Argentina","1759","30-71213746-7","","Si","Si"
"Zimerman","Farmacia","Buenos Aires","Gonzalez Catan","","AV JOSE EQUIZA 4171","1759","30-66025016-2","","No","No"
"1455 Laguzzi Scs","Farmacia","Buenos Aires","Grand Bourg","","Juan Francisco Seguí 1455, Grand Bourg, Provincia de Buenos Aires, Argentina","B1615MNM","30-71428395-9","","No","No"
"Raspo Grand Bourg","Farmacia","Buenos Aires","Grand Bourg","","EVA DUARTE DE PERON AVDA. 1202","1615","30-71493212-4","","No","No"
"Miguez","Farmacia","Buenos Aires","Gregorio Laferrere","","Avenida Luro 6154, Gregorio de Laferrere, Provincia de Buenos Aires, Argentina","1757","30-70876639-5","","Si","Si"
"Vilela Estanislao","Farmacia","Buenos Aires","Gregorio Laferrere","","Estanislao del Campo 4229, Gregorio de Laferrere, Provincia de Buenos Aires, Argentina","1757","30-71467052-2","","Si","Si"
"Vilela La Plaza Central","Farmacia","Buenos Aires","Gregorio Laferrere","","Avenida Luro 5881, Gregorio de Laferrere, Provincia de Buenos Aires, Argentina","B1757ARB","30-69408971-9","","Si","Si"
"Central Sur Numancia","Farmacia","Buenos Aires","Guernica","","Av. Aeronautica Argentina 6b","1862","30-71622571-9","","Si","Si"
"Farmacia Avenida Antartida","Farmacia","Buenos Aires","Guernica","","Crisologo Larralde 524","1862","30-68816630-2","","No","No"
"Farmacia Central Guernica Scs","Farmacia","Buenos Aires","Guernica","","Avenida Arturo Jauretche 782, Guernica, Buenos Aires Province, Argentina","1862","30-71435588-7","","Si","No"
"Alvarez","Farmacia","Buenos Aires","Haedo","","Directorio 1899","1706","27-34229587-3","","Si","Si"
"Central Oeste - Farmacia Haedo","Farmacia","Buenos Aires","Haedo","","CASEROS 2","1706","30-69013221-0","","Si","No"
"Quevedo","Farmacia","Buenos Aires","Hinojo","","Calle 8 S/N","7318","27-20332451-6","","No","No"
"Las Pampas","Farmacia","Buenos Aires","Hudson","","Aut. Dr R Balvin N 5445 Hudson Plaza Comercial , Hudson Berazategui","1844","27-22211068-3","","Si","No"
"Ariel Krulewetki (Farmacia Nueva Casella)","Farmacia","Buenos Aires","Hurlingham","","Avenida Coronel Roca 1016, Buenos Aires, Argentina","1686","20-23251210-6","","Si","No"
"Farmacia Arial","Farmacia","Buenos Aires","Hurlingham","","AV. VERGARA 3898 ESQUINA PIZURNO","1686","30-69650723-2","","No","No"
"Farmacia Navarro","Farmacia","Buenos Aires","Hurlingham","","Julio Argentino Roca 2001","1686","30-70838917-6","","Si","Si"
"Farmacia Pemago","Farmacia","Buenos Aires","Ingeniero Allan","","Cpf, C. 1282 546, B1891 Ingeniero Juan Allan, Provincia De Buenos Aires, Argentina","1891","30-70726064-1","","Si","No"
"Farmanobel Ingeniero Juan Allan","Farmacia","Buenos Aires","Ingeniero Allan","","Calle 1282 N 931","1891","30-70737254-7","","No","No"
"Antigua Farmacia Estrada","Farmacia","Buenos Aires","Ingeniero Maschwitz","","Che, Chacabuco 102","1623","30-71190928-8","","Si","No"
"Farmatodo - Colectora","Farmacia","Buenos Aires","Ingeniero Maschwitz","","Sgo. Del Estero 690","1075","30-71629357-9","","No","No"
"Maschwitz Scs","Farmacia","Buenos Aires","Ingeniero Maschwitz","","Colectora Este 971, Ingeniero Maschwitz, Provincia de Buenos Aires, Argentina","1623","33-70823461-9","","No","No"
"Buacar","Farmacia","Buenos Aires","Isidro Casanova","","Avenida Brigadier General Juan Manuel de Rosas 6933","1765","30-68015891-2","","No","No"
"Farmacia Escalante","Farmacia","Buenos Aires","Isidro Casanova","","Avenida Cristianía 1324","1765","20-12274601-2","","No","No"
"Farmacia Guberman ","Farmacia","Buenos Aires","Isidro Casanova","","Avenida J. M. De Rosas 5892","1754","33-70745554-9","","Si","Si"
"Farmacia Mastrogiovanni","Farmacia","Buenos Aires","Isidro Casanova","","AV. Carlos Casares 3414","1765","20-16342144-6","","No","No"
