https://drive.google.com/drive/folders/1azGeDDEL5DgmIMa9Cwk-9TI0sdgq3ofB?usp=drive_link,Tipo,Provincia,Localidad,Barrio,Domicilio,Cód. Postal,Cuit,Telefono,Ap.Vacuna,Ap.Vacuna Menor
Farmacity 178-Cba España,Farmacia,Cordoba,Rio Cuarto,,ESPAÑA AVDA.116,5800,30-69213874-7,(0358)470-1809,No,No
Farmacity 180-Larrazabal,Farmacia,Capital Federal,Capital Federal,MATADEROS,JUAN BAUTISTA ALBERDI AVDA. 5801,1440,30-69213874-7,(011)4635-7550,No,No
Farmacity 181-Peru,Farmacia,Capital Federal,Capital Federal,MONSERRAT,PERU 401,1067,30-69213874-7,(011)4342-3489,No,No
Farmacity 183-Saenz,Farmacia,Capital Federal,Capital Federal,NUEVA POMPEYA,AVENIDA SAENZ  1052,1437,30-69213874-7,(011)4911-7969,No,No
Farmacity 193-Balbin,Farmacia,Capital Federal,Capital Federal,SAAVEDRA,DR RICARDO BALBIN AVDA. 3992,1430,30-69213874-7,(011)5197-6088,No,No
Farmacity 204 -Yrigoyen ,Farmacia,Capital Federal,Capital Federal,MONSERRAT,HIPÓLITO YRIGOYEN 992/994/996/998/1000,1072,30-69213874-7,(011)4342-8333,No,No
Farmacity 207 - Constituyentes ,Farmacia,Capital Federal,Capital Federal,Urquiza,AV. CONSTITUYENTES 6093/99,1431,30-69213874-7,(011)4587-8243,No,No
Farmacity 209 – Laboca,Farmacia,Capital Federal,Capital Federal,LA BOCA,AV. ALMIRANTE BROWN 794/796/800,1161,30-69213874-7,(011)4307-1191,No,No
Farmacity 211 – Entre Rios ,Farmacia,Capital Federal,Capital Federal,Monserrat,AV. ENTRE RÍOS Nº 668/670/672,1080,30-69213874-7,(011)4382-4984,No,No
Farmacity 375 - Mariscal Sucre,Farmacia,Capital Federal,Capital Federal,,Sucre 658,1039,30-69213874-7,N/A,No,No
Farmacity 216 - Monroe ,Farmacia,Capital Federal,Capital Federal,Urquiza,MONROE Nº 4402/04/10/12/14/18,1028,30-69213874-7,(011)5197-6162,No,No
Farmacity 217 - Patricios ,Farmacia,Capital Federal,Capital Federal,La Boca,AV. REG. DE PATRICIOS Nº 501 AL 599,1270,30-69213874-7,(011)4300-8649,No,No
Farmacity 224 - Escalada ,Farmacia,Capital Federal,Capital Federal,Mataderos,DIRECTORIO N° 4801/05/09,1416,30-69213874-7,(011)4300-6338,No,No
Farmacity 228 - Oroño ,Farmacia,Capital Federal,Capital Federal,Flores,AV. RIVADAVIA Nº 5991/95/99,1416,30-69213874-7,(011)4300-6338,No,No
Farmacity 235 - Riobamba2 ,Farmacia,Capital Federal,Capital Federal,Balvanera,AV. RIVADAVIA 1911,1416,30-69213874-7,(011)4300-6338,No,No
Farmacity 242 - Evaperon ,Farmacia,Capital Federal,Capital Federal,Mataderos,AV. EVA PERÓN Nº 4849/51 4849,1407,30-69213874-7,(011)4635-9257,No,No
Farmacity 267 - Donato ,Farmacia,Capital Federal,Capital Federal,Paternal,AV. SAN MARTIN 2734,2734,30-69213874-7,(011)4635-9257,No,No
Farmacity 289 - Baez ,Farmacia,Capital Federal,Capital Federal,PALERMO,BAEZ 400,1426,30-69213874-7,(011)4770-9154,No,No
Farmacity 297 - Pasteur ,Farmacia,Capital Federal,Capital Federal,Balvanera,AV. CORRIENTES 2345,1406,30-69213874-7,4951-4957,No,No
Farmacity 7 - Primera Jta. ,Farmacia,Capital Federal,Capital Federal,Caballito,RIVADAVIA 5375,1424,30-69213874-7,4904-1318,No,No
Farmacity 266 - Cbaplazasm,Farmacia,Cordoba,Cordoba,,ROSARIO DE SANTA FE 17/19/25,5000,30-69213874-7,351-4263896,No,No
Farmacity 274 - Fuerza Aérea Ii ,Farmacia,Cordoba,Cordoba,,FUERZA AÉREA II 2789,5000,30-69213874-7,351-4831366,No,No
Farmacity 285 - Cba Elias Yofre ,Farmacia,Cordoba,Cordoba,,ELIASYOFRE 965,5000,30-69213874-7,0800-666-4321,No,No
Farmacity 223 - Cba Velez Sarsfield 2 ,Farmacia,Cordoba,Cordoba,,AV. VELEZ SARSFIELD 3335,5000,30-69213874-7,3514863961,No,No
Farmacity 210 - Cba Fza Aerea ,Farmacia,Cordoba,Cordoba,,AV. FUERZA AEREA ARGENTINA 1895,5000,30-69213874-7,3514831445,No,No
Farmacity 259 - Cbafrague ,Farmacia,Cordoba,Cordoba,ALTA CORDOBA,"FRAGUEIRO 2070, ALTA CÓRDOBA",5001,30-69213874-7,351-186-1886,No,No
Farmacity 250 – Juj Belgrano ,Farmacia,Jujuy,San Salvador De Jujuy,,BELGRANO 523,4600,30-69213874-7,0800-666-4321,No,No
Farmacity 281 – La Pampa ,Farmacia,La Pampa,Santa Rosa,,AVELLANEDA Nº 236,6300,30-69213874-7,0800-666-4321,No,No
Farmacity 10002 - Mzacentro ,Farmacia,Mendoza,Mendoza,,SAN MARTIN 1399,5500,30-58150658-5,0261-423 3391,No,No
Farmacity 10003 – Mzamitre1,Farmacia,Mendoza,Mendoza,,COLON 361,5500,30-67637465-1,0261-4292111,No,No
Farmacity 10004 - Mzamitre2 ,Farmacia,Mendoza,Mendoza,,SAN MARTIN 701,5500,30-67637465-1,0261-4295555,No,No
Farmacity 10005 – Mzamitre3,Farmacia,Mendoza,Mendoza,,GARIBALDI 3,5500,30-67637465-1,0261-4201174,No,No
Farmacity 10006 – Mzamitre4,Farmacia,Mendoza,Mendoza,,COLON 798,5500,30-67637465-1,0261-4238573,No,No
Farmacity 10007 - Mzamitre7 ,Farmacia,Mendoza,Mendoza,,OZAMIS 401,5500,30-67637465-1,0261-4811111,No,No
Farmacity 10008 - Mzamitre8 ,Farmacia,Mendoza,Mendoza,,ADOLFO CALLE 1100,5500,30-67637465-1,0261-4311004,No,No
Farmacity 10009 – Mzamitre9,Farmacia,Mendoza,Mendoza,,AGUSTIN ALVAREZ 399,5500,30-67637465-1,0261-4232266,No,No
Farmacity 10010 – Mzamitre11,Farmacia,Mendoza,Mendoza,,ESPEJO 645,5500,30-67637465-1,0261-4323202,No,No
Farmacity 10011 - Mzamitre12 ,Farmacia,Mendoza,Mendoza,,SARMIENTO 998,5500,30-67637465-1,0261-4526466,No,No
Farmacity 10012 – Mzamitre13,Farmacia,Mendoza,Mendoza,,SAN MIGUEL 1650,5500,30-67637465-1,0261-4377979,No,No
Farmacity 10013 – Mzamitre15,Farmacia,Mendoza,Mendoza,,GALIGNIANA 298,5500,30-67637465-1,02626-421629,No,No
Farmacity 10014 - Mzamitre16 ,Farmacia,Mendoza,Mendoza,,ESPEJO 99,5500,30-67637465-1,0261-4290100,No,No
Farmacity 10015 - Mzamitre21 ,Farmacia,Mendoza,Mendoza,,M.I.MOLINA 355,5500,30-67637465-1,0261-4218111,No,No
Farmacity 10016 - Mzamitre22 ,Farmacia,Mendoza,Mendoza,,9 DE JULIO 100,5500,30-67637465-1,0263-4427700,No,No
Farmacity 10017 - Mzamitre25 ,Farmacia,Mendoza,Mendoza,,VIAMONTE 5356,5500,30-67637465-1,0261 4961863,No,No
Farmacity 10018 - Mzamitre26 ,Farmacia,Mendoza,Mendoza,,SAN MARTIN 650,5500,30-67637465-1,02622-422826,No,No
Farmacity 10019 – Mzamercantil,Farmacia,Mendoza,Mendoza,,ALEM 111,5550,30-67637465-1,02627-425003,No,No
Farmacity 10020 - Mzalasheras ,Farmacia,Mendoza,Mendoza,,LAS HERAS 150,5500,30-67637465-1,0261-4233489,No,No
Farmacity 10021 - Mzapalmares ,Farmacia,Mendoza,Mendoza,,RUTA PANAMERICANA 2650,5500,30-67637465-1,0261-4399349,No,No
Farmacity 10022 - Mzadelhospital ,Farmacia,Mendoza,Mendoza,,SAN MARTIN 996,5500,30-67637465-1,0261-4248444,No,No
Farmacity 10023 - Mzaguaymallen ,Farmacia,Mendoza,Mendoza,,ACCESO ESTE Y RONDEAU,5500,30-67637465-1,0261-4267428,No,No
Farmacity 286 – El Dorado ,Farmacia,Misiones,El Dorado,,AV. SAN MARTIN 1890,3382,30-69213874-7,0800-666-4321,No,No
Farmacity 215 - Obesantafe ,Farmacia,Misiones,Obera,,SANTA FÉ Nº 110,3360,30-69213874-7,3755 - 421512,No,No
Farmacity 264 - Possalta ,Farmacia,Misiones,Posadas,,SALTA 2196,3300,30-69213874-7,3764-420815,No,No
Farmacity 291 - Posjunin ,Farmacia,Misiones,Posadas,,SAN MARTIN 2180,3300,30-69213874-7,0800-666-4321,No,No
Farmacity 251 - Ameghino ,Farmacia,Salta,Salta,,CALLE AMEGHINO 593/95/97/99,4400,30-69213874-7,0387-4953075,No,No
Farmacity 10024 - Mzasanjuan ,Farmacia,San Juan,San Juan,,25 DE MAYO 336,5400,30-67637465-1,0264-4201880,No,No
Farmacity 277 - Sdelestero 2 ,Farmacia,Santiago Del Estero,Santiago Del Estero,,BELGRANO 681/683/685/687 SUR,4200,30-69213874-7,(0385)4283219,No,No
Farmacity 298 -San Francisco ,Farmacia,Cordoba,San Francisco,,BUOLEVARD 25 DE MAYO 2119,2400,30-69213874-7,(011)4200-2827,No,No
Farmacity 300-Gral Paz,Farmacia,Cordoba,Cordoba,,GRAL PAZ 36/38,5000,30-69213874-7,sin numero,No,No
Farmacity 184 -Salvadores,Farmacia,Capital Federal,Capital Federal,BARRACAS,MONTES DE OCA AVDA.1608,1270,30-69213874-7,(011)4302-2801,No,No
Farmacity 237-Acoyte,Farmacia,Capital Federal,Capital Federal,CABALLITO,ACOYTE AVDA. 18,1405,30-69213874-7,(011)4902-5066,No,No
Farmacity 239 – Melian ,Farmacia,Capital Federal,Capital Federal,COGHLAN,MELIAN 2502,1430,30-69213874-7,SIN NÚMERO,No,No
Farmacity 295 – Colon 3 Cba,Farmacia,Cordoba,Cordoba,,COLON 1356,5000,30-69213874-7,(0351)422-0153,No,No
Farmacity 296– Constitucion,Farmacia,Capital Federal,Capital Federal,CONSTITUCION,LIMA 1615,1153,30-69213874-7,(011)4304-2977,No,No
Farmacity 302– Alvarez Jonte,Farmacia,Capital Federal,Capital Federal,MONTE CASTRO,ALVAREZ JONTE AVDA 4683,1407,30-69213874-7,(011)4200-2827,No,No
Farmacity 303– La Pampa ,Farmacia,La Pampa,Santa Rosa,,SAN MARTIN AVDA.31,6300,30-69213874-7,SIN TELEFONO,No,No
Farmacity 304 - Independencia,Farmacia,Capital Federal,Capital Federal,MONSERRAT,INDEPENDENCIA 1301,1099,30-69213874-7,(011)4381-8205,No,No
Farmacity 305-Santiago Del Estero 3,Farmacia,Santiago Del Estero,Santiago Del Estero,,AVELLANEDA 119,4200,30-69213874-7,(0385) 4283336,No,No
Farmacity 306-Granaderos ,Farmacia,Cordoba,Cordoba,,BV. LOS GRANADEROS 2455,5008,30-69213874-7,0800-666-4321,No,No
Farmacity 308 - Jm. Moreno,Farmacia,Capital Federal,Capital Federal,CABALLITO,J.M.MORENO 308,1424,30-69213874-7,(011)4922-6573 ,No,No
Farmacity 201-Arcos,Farmacia,Capital Federal,Capital Federal,PALERMO,PARAGUAY 4979,1425,30-69213874-7,NO TIENE,No,No
Farmacity 329  - Av. Santa Fe Y Billinghurst,Farmacia,Capital Federal,Capital Federal,Palermo,Av. Santa Fe 3175,1033,30-69213874-7,NO TIENE,No,No
Farmacity 313- Felix Frias Cba,Farmacia,Cordoba,Cordoba,,25 DE MAYO 998,5004,30-69213874-7,(0351)5235440,Si,No
Farmacity 309 - Membrillar,Farmacia,Capital Federal,Capital Federal,FLORES,DIRECTORIO 2324/26/28,1406,30-69213874-7,NO TIENE,No,No
Farmacity 316-Estado De Israel,Farmacia,Capital Federal,Capital Federal,VILLA CRESPO,AV. ESTADO DE ISRAEL 4503,1185,30-69213874-7,(011) 2097-1100,No,No
Farmacity 315-Chilavert,Farmacia,Capital Federal,Capital Federal,VILLA LUGANO,CREL. MARTINIANO CHILAVERT 6459,1439,30-69213874-7,(011) 7509-3384,Si,No
Farmacity 319 - S.Del Estero 4,Farmacia,Santiago Del Estero,Santiago Del Estero,,AV. ROCA 537,4200,30-69213874-7,(385) 4283721,No,No
Farmacity 321-Humboldt,Farmacia,Capital Federal,Capital Federal,PALERMO,AV. SANTA FE 4820,1425,30-69213874-7,(011) 5197-5748,Si,No
Farmacity 322-Alberdi Y Cafayate,Farmacia,Capital Federal,Capital Federal,MATADEROS,AVENIDA JUAN B ALBERDI 6294,1440,30-69213874-7,(011) 4686-0191,No,No
Farmacity 323-Arias 2,Farmacia,Capital Federal,Capital Federal,NUÑEZ,AVENIDA DEL LIBERTADOR 8404,1429,30-69213874-7,(011) 7508-3292,No,No
Farmacity 326-Sgo Del Estero 5,Farmacia,Santiago Del Estero,La Banda,,LEANDRO N. ALEM 145,4202,30-69213874-7,(385) 4284355,No,No
Farmacia Alberti 2902,Farmacia,Buenos Aires,Mar Del Plata,,Gascón 2899,7600,30-70913565-8,(0223) 5805-902,Si,Si
Farmacity 318,Farmacia,Cordoba,Cordoba,,Av. Sabattini 2225,5000,30-69213874-8,-,No,No
Farmacity 314,Farmacia,Cordoba,Cordoba,,Boulevard San Juan n° 460/466 460,5000,30-69213874-7,-,No,No
Schlotthauer,Farmacia,Buenos Aires,Isidro Casanova,,Republica De Portugal 2461,1765,27-20537594-0,(011) 46250143,No,No
Salud Global-Ac Farmaceutica,Farmacia,Capital Federal,Capital Federal,PALERMO,"Avenida Cabildo 100, AAN, Buenos Aires, Argentina",1426,30-59930101-8,(011)4771-0960,No,No
Nueva Farmacia Arenales Scs,Farmacia,Capital Federal,Capital Federal,PALERMO,ARENALES 3810/14,1425,30-52113642-8,(011)4832-7681,No,No
Sofiba,Farmacia,Capital Federal,Capital Federal,RECOLETA,"Güemes 3200, BKF, Buenos Aires, Argentina",1425,30-60149167-9,(011) 48250823 / 48226409,No,No
Farmacia Azul,Farmacia,Capital Federal,Capital Federal,BALVANERA,"Avenida Entre Ríos 299, Buenos Aires, Argentina",C1079ABC,30-51584191-8,(011)4374-3413,No,No
Nuevo Diegos,Farmacia,Capital Federal,Capital Federal,BALVANERA,"La Rioja 287, ADE, Ciudad de Buenos Aires, Argentina",1214,33-58254961-9,(011) 49318705,No,No
Antigua San Roque Srl,Farmacia,Capital Federal,Capital Federal,VILLA ORTUZAR,"Avenida Álvarez Thomas 1555, CDC, Buenos Aires, Argentina",1427,30-65687578-6,5276-5220,No,No
Belgrano,Farmacia,Buenos Aires,San Martin,,Belgrano 3302,1650,30-53066099-7,47550402,No,No
Selma La Suizo,Farmacia,Buenos Aires,Olivos,,AV. MAIPU 2223,1636,30-58266487-7,(011) 47941417,Si,No
Brocca,Farmacia,Capital Federal,Capital Federal,ALMAGRO,Perón 4101,,30-51946207-5,48613580,Si,Si
Farmafe,Farmacia,Capital Federal,Capital Federal,RECOLETA,LIBERTAD 1092,1012,33-52991831-9,(011) 4811-2071,Si,No
Farmaplusp02 (Pacifico),Farmacia,Capital Federal,Capital Federal,RETIRO,Avenida Córdoba 533,1365,30-64275727-6,(011)4508-6232,No,No
Faraday Almagro,Farmacia,Capital Federal,Capital Federal,ALMAGRO,BARTOLOME MITRE 3501,1201,30-60275578-5,(011)4865-3185,No,No
Del Carmen,Farmacia,Capital Federal,Capital Federal,RECOLETA,Avenida Córdoba 1701,1055,33-52694204-9,(011) 48113604,No,No
Superfarma S.A.Farmaplus 4,Farmacia,Capital Federal,Capital Federal,RECOLETA,Avenida General Las Heras 2273,1127,30-70869087-9,(011) 45116622,Si,No
Romy,Farmacia,Capital Federal,Capital Federal,Mataderos,Av. Juan bautista alberdi 7461,1440,30-59146845-2,(011) 46870606 INT 108,Si,Si
Farmacia Laborde,Farmacia,Buenos Aires,Wilde,,SALVADOR SOREDA 6161,1875,27-13438815-9,42075615 / 43533449,Si,No
Chagaji,Farmacia,Buenos Aires,Banfield,,Maipu 697,1828,20-16490516-1,(011) 42429400,No,No
Ramirez,Farmacia,Buenos Aires,Remedios De Escalada,,Uriarte 101,1828,27-17062242-7,(011)4242-0485,No,No
Saibene,Farmacia,Buenos Aires,Banfield,,Maipu 202,1828,30-52719406-3,(011) 42420304 /42420051,Si,No
Sindicato Del Papel,Farmacia,Buenos Aires,Banfield,,"Avenida Alsina 740, Banfield, Provincia de Buenos Aires, Argentina",1828,30-59920193-5,(011)4242-7675/4202-4750,No,No
Farmacia Fittipaldi,Farmacia,Capital Federal,Capital Federal,141701,Fernandez de enciso 3947,1419,20-16016850-2,(011) 45048509,Si,No
Farmacia Farmafe,Farmacia,Capital Federal,Capital Federal,CABALLITO,AVENIDA RIVADAVIA 4634,1932,30-69605440-8,(011) 4901-1031 / 4903-9923,No,No
Farmacia Rissi,Farmacia,Buenos Aires,Lomas De Zamora,,Av. Hipolito Yrigoyen 8955,1832,30-57907286-1,(011) 42442644,No,No
Lupinucci,Farmacia,Buenos Aires,La Plata,, Av 7 y 525 nro 695,1900,30-71203438-2,0221 4828828,No,No
Farma 365 - Nueva Dickens ,Farmacia,Capital Federal,Capital Federal,PALERMO,SANTA FE AVDA. 3000,1425,30-66155009-7,(011)4823-0359,No,No
Mighetti,Farmacia,Buenos Aires,Ituzaingo,,SOLER 136,1714,33-58668306-9,(011)4623-1994,No,No
Farmacia Del Viejo Palermo,Farmacia,Capital Federal,Capital Federal,PALERMO,José A. Cabrera 5000,1414,20-16262570-6,(011) 47755020,Si,No
Santa Teresita,Farmacia,Buenos Aires,La Plata,,38 N° 94 E/120 Y121,1900,30-71103340-4,(0221) 4253255,No,No
Farmacia Modelo De Giles S.c.s.,Farmacia,Buenos Aires,San Andres De Giles,,"Moreno 620, San Andres De Giles, Provincia De Buenos Aires",6720,30-66624725-2,02325-442730,No,No
Del Progreso,Farmacia,Buenos Aires,San Martin,,"Mart N, Matheu 4459",1650,30-69625794-5,1165434184,No,No
Nueva Directorio,Farmacia,Capital Federal,Capital Federal,CABALLITO,Av. Directorio 701,1424,27-29107772-8,(011) 49229948,Si,Si
Farmacia El Fenix,Farmacia,Buenos Aires,Martinez,,Avenida Sir Alexander Fleming 2133,1640,20-11554717-9,(011) 47176601,No,No
Crucesita Scs-Maga Shop Expres,Farmacia,Buenos Aires,Avellaneda,,AVENIDA BARTOLOME MITRE 1471,1870,30-57440994-9,(011)4203-7923,No,No
Dominico Scs-Maga Shop Expres,Farmacia,Buenos Aires,Villa Dominico,,AVENIDA MITRE 4701,1874,30-57747842-9,(011) 4207-7612,No,No
Soy A. Baranda Central,Farmacia,Buenos Aires,Quilmes,,"Andrés Baranda 200, Quilmes, Provincia de Buenos Aires, Argentina",B1878DKB,30-57027605-7,(011)4251-4019/0800-222-6242,No,No
Farmacia Andreu,Farmacia,Buenos Aires,San Fernando,,CONSTITUCION 1286,1646,20-04686046-3,(011)4580-0931,No,No
Farmacia Cantilo,Farmacia,Capital Federal,Capital Federal,DEVOTO,Lope de Vega 3249,1419,30-57166771-8,30-57166771-8,No,No
Dodera,Farmacia,Buenos Aires,Ramos Mejia,,BARTOLOMÉ MITRE 71,1704,20-92326435-4,1146588556,No,No
Farmacia Muscolini,Farmacia,Buenos Aires,San Miguel,,PRESIDENTE PERON AVDA. 1284,1663,23-17273866-4,(011) 46673109,Si,Si
Farmacia Marina,Farmacia,Capital Federal,Capital Federal,NUEVA POMPEYA,LA PLATA AVDA. 2501,1437,30-52193626-2,(011)4920-0018/0019,No,No
Farmacia Said,Farmacia,Buenos Aires,San Miguel,,PERON AVDA. 1874,1663,20-11499081-8,(011)4667-0600,No,No
Farmacia Moscovich,Farmacia,Buenos Aires,San Justo,,HIPOLITO YRIGOYEN 2305,1754,27-17933625-7,(011)4651-1613,No,No
Farmacia Schwartz,Farmacia,Buenos Aires,Vicente Lopez,,Avenida Maipu 1574,1636,30-71799540-4,(011) 47972666,No,No
Farmacia Roux,Farmacia,Buenos Aires,Ensenada,,La Merced 121,1925,30-71764942-3,(0221) 3609103,Si,No
Orien S.A.,Farmacia,Capital Federal,Capital Federal,BALVANERA,"Avenida Entre Ríos 205, Buenos Aires, Argentina",1079,30-68626231-2,(011)4372-4594/4383-4891,No,No
Central Oeste Halpern ,Farmacia,Buenos Aires,Moron,,CORDOBA 303,1708,30-71652660-3,(011)4628-7788,No,No
Soy Argentina,Farmacia,Buenos Aires,Wilde,,"Fabián Onsari 199, Gran Buenos Aires, Provincia de Buenos Aires, Argentina",B1875EJB,30-68375607-1,(011)4227-6122,No,No
Social Textil Lanus Scs,Farmacia,Buenos Aires,Lanus,,O`HIGGINS 2056,1824,30-68291884-1,(011)4241-0305,No,No
Central Oeste - Social Ramos Mejia,Farmacia,Buenos Aires,Ramos Mejia,,Avenida De Mayo 39,1704,30-68600927-7,(011) 27763917,Si,No
Nueva Tudino,Farmacia,Buenos Aires,Garin,,"Mateo Churich 237, B1619jga Garin, Provincia De Buenos Aires",1619,30-71825926-2,(0348) 4470242,Si,No
Fenix Profasan Mosconi,Farmacia,Capital Federal,Capital Federal,VILLA PUEYRREDON,GENERAL JOSE GERVASIO ARTIGAS 4702,1419,30-70899590-4,(011)4514-2321,No,No
Farmacia Bazzini,Farmacia,Buenos Aires,Villa Bosch,,Santos Vega 6217 ,1682,30-68532431-4,(011) 48442427,No,No
Farmacia Dr. Salud,Farmacia,Buenos Aires,Ramos Mejia,,AV. VILLEGAS 497 ESQUINA ARRIOLA,1704,30-70897715-9,(011) 44825454,No,No
Central Oeste - Farmacia Monroe,Farmacia,Capital Federal,Capital Federal,BELGRANO,Av. Monroe 2499,1428,30-71848134-8,(011) 68264927,No,No
Farmacia El Indio,Farmacia,Buenos Aires,La Plata,,CALLE 10  780,1900,30-69997736-1,(0221) 4831213,No,No
Vantage,Farmacia,Buenos Aires,Merlo,,Presidente Cámpora 2289,1722,30-70895315-2,11 3558-0997,Si,No
Farmacia Nueva Delta,Farmacia,Capital Federal,Capital Federal,Palermo,Honduras 3702,1180,20-23723629-8,(011) 49632319,No,No
Farsico,Farmacia,Capital Federal,Capital Federal,RECOLETA,Av Santa Fe 3089,1425,30-57174721-5,(011) 48235991 / 48213858,Si,Si
Gran Sur ,Farmacia,Capital Federal,Capital Federal,BOCA,ENTRE RIOS AVDA. 1177,1080,30-60824688-2,(011)4304-7719,No,No
Nobel,Farmacia,Capital Federal,Capital Federal,SAN NICOLAS,Lavalle 1401,1048,20-12021315-7,(011) 43717391,Si,No
Farma 365 - Cuenca,Farmacia,Capital Federal,Capital Federal,VILLA DEL PARQUE,Cuenca 3005,1417,30-70720062-2,(011) 45052242,No,No
Alem,Farmacia,Mendoza,San Rafael,,Leandro N Alem 1320,5600,23-34288173-4,2604421768,No,No
San Martin,Farmacia,Mendoza,San Rafael,,Francia 56,5600,30-70943660-7,(0260) 4436699 ,Si,Si
Los Andes,Farmacia,Mendoza,San Rafael,,Av. El Libertador 329,5600,30-67222706-9,(0260) 4447123,No,No
16 Horas,Farmacia,Mendoza,San Rafael,,AVENIDA EL LIBERTADOR 206,5600,27-11920647-8,0260 443-0214,No,No
Farmacia Nueva Italia,Farmacia,Mendoza,La Consulta,,"Julio Balmaceda 100, La Consulta, Mendoza, Argentina",5567,30-71612920-5,(02622) 470136,No,No
Farmacia Tribunales S.r.l.,Farmacia,Mendoza,Mendoza,,Av. Bartolomé Mitre 508,5500,30-62957968-7,0810-333-8989,No,No
Farmacia Rivadavia,Farmacia,San Luis,Merlo,,PRESBITERO BECERRA 604,5881,20-18232817-1,(02656)475-366,No,No
Francia,Farmacia,Entre Rios,Colon,,San Martin 1050,3280,20-13876918-7,(03447) 422008,No,No
La Estacion,Farmacia,Santiago Del Estero,La Banda,,ALEM 26,G4300EQB,30-71152125-5,3855259420,Si,No
Stricker,Farmacia,Santa Fe,Santa Fe,,Chacabuco 2116,3002,27-23164302-3,0342 156153350,No,No
Reali,Farmacia,Santa Fe,Firmat,,SANTA FE AVDA. 1199,2630,27-20513328-9,(03465)-42-3622 ,No,No
Farmacia Sello,Farmacia,Santa Fe,Rafaela,,Roca 653,2300,27-17850786-4,(03492) 428948,Si,Si
Farmacia Bosio Scortichini ,Farmacia,Cordoba,Marcos Juarez,,Boulevard Hipólito Irigoyen 1296  ,2580,27-17054254-7,(03472) 427700,Si,Si
Farmacia Moine,Farmacia,Santa Fe,Romang,,9 Julio 111,2301,27-17099935-0,3492496193,No,No
Vitta Bello,Farmacia,Cordoba,Monteros,,Italia 1086,2421,27-16903408-2,(3562) 454184,No,No
Farmacia Camusso,Farmacia,Santa Fe,Santa Fe,,4 de Enero 1594,3000,27-18478871-9,(0342) 4594678,No,No
Farmacia Alberdi,Farmacia,Entre Rios,Concepcion Del Uruguay,,ALBERDI 758,3264,20-21696523-0,(03442)422332,No,No
Blatter,Farmacia,Santa Fe,Rafaela,,AVENIDA SANTA FE 1460,2300,20-20148923-8,(03492)436-269,Si,No
Goyechea,Farmacia,Santa Fe,Maria Teresa,,"San Martín 356, Rosario, Santa Fe, Argentina",2609,20-18598949-7,(03462)480-250,No,No
Morbidoni,Farmacia,Santa Fe,Rafaela,,DR ERNESTO B SALVA 34,2300,20-18407093-7,03492-434326,Si,Si
Farmacia Marconetti,Farmacia,Santa Fe,Vila,,"BV R Acuña 114, Vila, Santa Fe",2306,20-17929719-2,(03492) 493182,No,No
Farmacia Bucci,Farmacia,Santa Fe,Firmat,,Carlos Casado 1315,2630,20-08506719-3,(03465)424-393,No,No
Santamaria,Farmacia,Cordoba,Marcos Juarez,,Alem 498,2580,30-71585179-9,(03472)426-769,No,No
Rossi,Farmacia,Santa Fe,Rafaela,,Rosario 698,2300,20-06278271-5,(0392) 424497,No,No
Farmacia Dardati,Farmacia,Santa Fe,Rafaela,,LAVALLE 64,2300,23-20667111-4,(03492)42-2024,No,No
Farmacia Ambar Bancaria - Choele Choel,Farmacia,Rio Negro,Choele Choel,,ROCA 258,8360,30-70852385-9,(02946) 442685,No,No
Farmacia Ambar Bancaria - Allen,Farmacia,Rio Negro,Allen,,TOMAS ORELL 156,8328,30-70852385-9,(0298) 4453111,No,No
Farmacia Ambar Bancaria - Bariloche,Farmacia,Rio Negro,San Carlos De Bariloche,,ELORDI 520,8400,30-70852385-9,(02944) 435900,No,No
Saladino,Farmacia,Cordoba,Viamonte,,Independencia 98,2651,20-06651728-5,(03463) 498725,Si,Si
Punta Chica,Farmacia,Buenos Aires,Beccar,,Avenida del Libertador 18300,1643,33-69657830-9,(011)4743-1280,No,No
Hauke De Farmacia Social Moreno Scs,Farmacia,Buenos Aires,Moreno,,BARTOLOME MITRE AVDA. 2693,1744,30-67931550-8,(0237)462-2333 ,Si,No
Integral,Farmacia,Capital Federal,Capital Federal,BELGRANO,"Juramento 1602, DMV, Buenos Aires, Argentina",1428,30-63069695-6,(011)4782-0841/4780-5770,Si,No
Salazar,Farmacia,Buenos Aires,Acassuso,,Eduardo Costa 808 ,1641,27-14418075-0,(011) 47920762,Si,No
Farmacia Sindical Pehuajo,Farmacia,Buenos Aires,Pehuajo,,Pte. Raúl Ricardo Alfonsín 660,6450,30-54219836-9,30542198369,Si,Si
Central Oeste - Sanabria,Farmacia,Capital Federal,Capital Federal,DEVOTO,Sanabria 3333,1419,30-71848134-8,(011) 52635651,No,No
Pelman,Farmacia,Buenos Aires,Victoria,,"Avenida Presidente Perón 3302, Victoria, Provincia de Buenos Aires, Argentina",1644,30-71485151-5,(011)4744-2852,No,No
Farmacia Verrilli,Farmacia,Buenos Aires,Junin,,BENITO DE MIGUEL 51,6000,20-16415135-3,(02364) 424618,No,No
Argentina,Farmacia,Buenos Aires,San Cayetano,,Rivadavia 171,7521,30-66642585-1,2983 440043,No,No
Farmacia A.M.M.B.A. Lamadrid,Farmacia,Buenos Aires,General Lamadrid,,Azcuenaga 611,7406,30-63497331-8,(02286) 421-084,No,No
